item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0363,20.50,72.97,5.0
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0387,8.19,115.88,5.0
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0874,12.60,109.92,5.0
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0480,10.50,157.09,5.0
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0929,5.32,100.67,5.0
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0417,12.35,36.32,5.0
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0898,14.50,159.46,5.0
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0161,18.85,130.26,5.0
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0296,9.60,42.61,5.0
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0558,15.10,140.25,5.0
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0336,15.20,108.19,5.0
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0000,18.75,213.32,5.0
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1772,19.10,172.34,5.0
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0134,16.35,106.13,5.0
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0395,8.40,97.90,5.0
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1079,9.20,181.26,5.0
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0540,20.35,119.55,5.0
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0493,21.00,194.45,5.0
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1593,9.40,226.17,5.0
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0372,15.70,182.46,5.0
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1216,6.72,43.75,5.0
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0249,10.30,170.94,5.0
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0587,11.65,171.14,5.0
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0721,8.71,183.39,5.0
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1145,15.70,113.72,5.0
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0180,19.75,181.57,5.0
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0189,15.70,60.25,5.0
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0598,20.20,127.47,5.0
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0245,5.63,106.13,5.0
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0221,9.50,195.45,5.0
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0087,15.70,207.90,5.0
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0060,5.34,102.44,5.0
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1053,15.60,173.28,5.0
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.2201,11.65,153.00,5.0
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0253,5.48,83.33,5.0
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0450,10.90,107.23,5.0
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.1786,9.80,177.94,5.0
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.1140,16.35,198.24,5.0
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.1176,8.01,36.65,5.0
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.1957,10.30,156.46,5.0
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0326,14.80,193.58,5.0
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.2017,8.39,162.89,5.0
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.2113,17.00,125.14,5.0
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.1356,14.80,190.88,5.0
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0631,15.60,125.77,5.0
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0168,17.60,163.46,5.0
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.1755,17.60,163.69,5.0
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.1053,12.65,159.96,5.0
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.0515,13.85,142.52,5.0
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.0244,18.70,52.93,5.0
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.1916,5.43,87.05,5.0
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.2147,14.50,102.73,5.0
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.1906,12.80,138.78,5.0
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.0761,18.50,145.81,5.0
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.1437,15.50,48.47,5.0
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.2676,16.85,194.15,5.0
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.2388,18.00,88.25,5.0
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0819,5.77,36.72,5.0
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.0207,13.15,86.36,5.0
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.0284,8.93,153.43,5.0
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.1367,10.90,264.56,5.0
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0897,15.25,213.72,5.0
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.1243,18.00,118.31,5.0
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0577,10.70,61.25,5.0
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0701,16.70,109.89,5.0
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0213,20.85,104.93,5.0
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.0416,18.35,188.19,5.0
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.1204,8.39,163.49,5.0
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.0519,8.51,142.25,5.0
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.0525,12.30,188.75,5.0
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.1605,15.70,59.26,5.0
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.0170,16.35,97.44,5.0
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0568,6.87,214.52,5.0
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0332,12.85,170.64,5.0
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.1151,11.80,198.21,5.0
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.0533,15.50,44.48,5.0
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.0147,13.80,89.92,5.0
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.0276,17.35,86.19,5.0
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0415,19.60,46.04,5.0
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0835,20.75,180.33,5.0
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0000,10.30,115.02,5.0
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.1520,12.85,252.34,5.0
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0429,14.60,109.83,5.0
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0352,14.85,159.56,5.0
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0224,20.10,225.90,5.0
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0142,9.60,187.19,5.0
Regular,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0620,16.70,60.96,5.0
Regular,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0056,19.20,226.91,5.0
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0955,15.10,157.36,5.0
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0218,12.15,163.62,5.0
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0634,6.43,132.86,5.0
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1542,13.00,78.00,5.0
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0452,15.60,242.99,5.0
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0455,19.10,40.31,5.0
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0460,10.00,140.62,5.0
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0395,18.60,244.08,5.0
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0495,18.20,147.37,5.0
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0363,20.50,121.28,5.0
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0444,18.25,174.21,5.0
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0467,7.27,100.44,5.0
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0503,8.76,127.33,5.0
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0353,10.60,87.02,5.0
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0919,5.83,160.79,5.0
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1107,8.28,103.33,5.0
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0769,12.30,247.15,5.0
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0348,16.35,128.40,5.0
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0143,20.25,148.04,5.0
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1235,12.65,108.29,5.0
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0259,18.50,88.92,5.0
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0362,18.85,58.56,5.0
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0098,9.06,211.86,5.0
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0571,6.87,212.02,5.0
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0746,9.50,253.37,5.0
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1001,10.00,113.35,5.0
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0671,14.10,200.41,5.0
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0575,15.85,55.90,5.0
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0411,16.00,139.95,5.0
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1560,21.25,177.34,5.0
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0000,7.97,172.04,5.0
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0631,12.65,159.66,5.0
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1143,12.80,142.28,5.0
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0293,9.70,175.14,5.0
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0302,13.00,59.32,5.0
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0000,14.50,41.05,5.0
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1621,15.00,182.53,5.0
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1840,18.25,110.16,5.0
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0114,6.12,91.05,5.0
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0641,9.80,116.75,5.0
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0149,20.35,234.50,5.0
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0422,6.79,44.01,5.0
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0100,14.85,155.76,5.0
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0387,16.70,146.61,5.0
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0692,9.00,54.36,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0070,21.20,173.57,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0669,19.70,177.54,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,7.86,38.38,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0055,11.35,171.18,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,12.85,252.34,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0344,16.10,256.14,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0533,6.65,147.77,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0508,5.18,33.69,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.0141,11.80,176.83,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0162,8.51,192.15,4.9
Regular,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0297,6.71,65.01,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1159,8.31,179.10,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.0568,18.50,132.13,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.1350,13.65,260.09,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0764,12.65,192.18,4.8
Regular,FDY56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0624,16.35,225.91,4.8
Regular,FDR36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.1215,6.72,40.25,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1606,16.50,143.81,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0000,11.50,128.47,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0333,12.85,196.58,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1189,6.24,263.29,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0709,4.59,111.69,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0612,7.63,92.54,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0055,11.35,167.88,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0938,11.80,126.07,4.8
Low Fat,NCV41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0170,14.35,112.52,4.8
Low Fat,NCM19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0472,12.65,112.52,4.8
Regular,FDP31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1615,21.10,65.02,4.8
Regular,FDQ45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0109,9.50,185.36,4.8
Regular,FDO21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0098,11.60,226.24,4.8
Low Fat,FDQ24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0738,15.70,253.47,4.8
Low Fat,FDD14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1702,20.70,182.63,4.8
Low Fat,NCC54,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0979,17.75,242.12,4.8
Low Fat,FDZ40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0404,8.94,52.93,4.8
Low Fat,NCM07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.0402,9.40,85.69,4.8
Low Fat,NCP50,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.0207,17.35,80.66,4.8
Low Fat,NCJ31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.1837,19.20,241.82,4.8
Low Fat,FDF46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0942,7.07,115.88,4.8
Regular,FDJ36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.1285,14.50,101.43,4.8
Regular,FDZ13,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.1538,7.84,51.34,4.8
Regular,FDZ32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0382,7.79,103.90,4.8
Regular,FDY40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0863,15.50,48.17,4.8
Low Fat,NCM06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0757,7.48,156.47,4.8
Low Fat,FDK24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1013,9.20,46.47,4.8
Low Fat,NCL05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0479,19.60,42.28,4.8
Low Fat,NCA29,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0273,10.50,171.61,4.8
Low Fat,NCP30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0328,20.50,40.08,4.8
Low Fat,FDX58,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0733,13.15,181.70,4.8
Low Fat,FDW24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0628,6.80,50.40,4.8
Low Fat,FDH48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.1012,13.50,86.25,4.8
Low Fat,FDF20,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.0556,12.85,195.68,4.8
Low Fat,FDE22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0495,9.70,158.79,4.8
Low Fat,FDK55,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.0257,18.50,89.42,4.8
Regular,FDR11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.1424,10.50,161.16,4.8
Regular,DRC01,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.0192,5.92,50.37,4.8
Regular,FDE11,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.1350,17.70,184.49,4.8
Low Fat,FDW50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0759,13.10,165.12,4.8
Low Fat,DRJ39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0365,20.25,218.35,4.8
Low Fat,FDJ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0450,11.10,174.01,4.8
Low Fat,DRD24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0309,13.85,141.02,4.8
Regular,FDR20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0282,20.00,46.37,4.8
Regular,FDS33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0000,6.67,90.55,4.8
Low Fat,FDS12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1751,9.10,127.54,4.7
Low Fat,FDR21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0669,19.70,174.84,4.7
Low Fat,FDT44,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.1032,16.60,117.85,4.7
Low Fat,FDD08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0353,8.30,38.95,4.7
Low Fat,FDK02,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.1129,12.50,118.34,4.7
Low Fat,FDR39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0839,20.35,182.43,4.7
Low Fat,DRI03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0000,6.03,175.10,4.7
Low Fat,FDJ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0178,7.15,159.86,4.7
Low Fat,NCD42,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0127,16.50,36.35,4.7
Regular,FDY35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0161,17.60,43.94,4.7
Regular,FDL13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0564,13.85,231.43,4.7
Regular,FDD38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0082,16.75,99.87,4.7
Regular,FDT26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0681,18.85,120.34,4.7
Regular,FDE28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0000,9.50,228.47,4.7
Regular,FDO46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0142,9.60,190.29,4.7
Regular,FDP45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0307,15.70,253.17,4.7
Low Fat,FDY27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0319,6.38,177.43,4.7
Low Fat,FDY52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0073,6.37,62.85,4.7
Low Fat,DRN35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0702,8.01,37.55,4.7
Low Fat,DRI47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0209,14.70,143.81,4.7
Low Fat,NCT05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0210,10.90,255.37,4.7
Low Fat,NCW17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0194,18.00,126.90,4.7
Low Fat,FDA39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0127,6.32,40.28,4.7
Regular,FDS25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1400,6.89,108.72,4.7
Regular,FDC16,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,11.50,88.25,4.7
Regular,FDN28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0302,5.88,101.40,4.7
Regular,FDW03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0245,5.63,105.13,4.7
Regular,FDJ21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0385,16.70,143.91,4.7
Low Fat,FDD48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0302,10.40,114.72,4.7
Low Fat,FDW13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0981,8.50,50.33,4.7
Low Fat,DRD15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0569,10.60,233.96,4.7
Low Fat,FDH32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0762,12.80,96.54,4.7
Low Fat,NCT05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0210,10.90,255.67,4.7
Low Fat,NCV30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0661,20.20,61.35,4.7
Low Fat,FDW10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0711,21.20,174.84,4.7
Regular,FDR36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.1218,6.72,43.55,4.7
